State,City,Population,"Violent crime","Murder and nonnegligent manslaughter",Rape,Robbery,"Aggravated assault","Property crime",Burglary,"Larceny-theft","Motor vehicle theft",Arson
North Carlina,Belhaven,"1,567",0,0,0,0,0,21,3,16,2,1
North Carlina,Benson,"3,901",31,0,4,5,22,200,51,136,13,1
North Carlina,Bessemer City,"5,552",13,0,0,2,11,85,18,58,9,2
North Carlina,Biltmore Forest,"1,410",0,0,0,0,0,16,4,12,0,0
North Carlina,Biscoe,"1,724",6,0,0,2,4,186,9,175,2,0
North Carlina,Black Mountain,"8,187",8,0,0,3,5,189,32,137,20,2
North Carlina,Boiling Spring Lakes,"6,238",10,1,3,0,6,83,19,63,1,1
North Carlina,Boone,"19,893",26,0,6,5,15,261,34,214,13,3
North Carlina,Brevard,"7,928",18,0,6,4,8,188,23,162,3,1
North Carlina,Bunn,377,1,0,0,0,1,18,2,14,2,0
North Carlina,Burgaw,"4,176",13,0,5,3,5,130,17,111,2,2
North Carlina,Burlington,"54,108",460,10,42,66,342,"2,490",534,"1,815",141,5
North Carlina,Butner,"7,847",33,0,4,4,25,113,19,91,3,0
North Carlina,Canton,"4,349",16,0,3,0,13,226,71,132,23,0
North Carlina,Cape Carteret,"2,076",4,0,0,0,4,30,3,25,2,0
North Carlina,Carolina Beach,"6,437",29,0,4,2,23,187,27,153,7,0
North Carlina,Carthage,"2,524",4,0,1,2,1,72,15,52,5,0
North Carlina,Cary,"172,525",114,1,12,34,67,"1,560",185,"1,298",77,1
North Carlina,Chapel Hill,"61,457",58,0,10,17,31,926,184,706,36,4
North Carlina,Charlotte-Mecklenburg,"944,260","6,982",103,317,"1,975","4,587","37,070","5,426","28,304","3,340",151
North Carlina,Cherryville,"6,062",16,0,2,1,13,153,30,117,6,0
North Carlina,Chocowinity,794,6,0,2,1,3,23,1,21,1,0
North Carlina,Clayton,"23,842",40,1,7,8,24,497,49,434,14,1
North Carlina,Cleveland,882,4,0,1,1,2,14,2,11,1,0
North Carlina,Columbus,995,1,0,0,0,1,47,9,33,5,1
North Carlina,Concord,"96,138",117,4,1,28,84,"1,586",149,"1,338",99,8
North Carlina,Cooleemee,969,0,0,0,0,0,20,4,14,2,1
North Carlina,Creedmoor,"4,636",10,0,2,0,8,55,19,33,3,0
North Carlina,Dallas,"4,787",20,0,2,5,13,153,24,109,20,1
North Carlina,Davidson,"13,193",8,0,2,1,5,121,17,94,10,0
North Carlina,Drexel,"1,849",0,0,0,0,0,33,9,15,9,0
North Carlina,Duck,390,0,0,0,0,0,21,7,14,0,0
North Carlina,Dunn,"9,768",56,1,5,23,27,514,111,374,29,2
North Carlina,Durham,"280,282","2,046",37,121,626,"1,262","10,672","1,972","7,942",758,39
North Carlina,East Spencer,"1,550",7,1,0,1,5,25,3,16,6,0
North Carlina,Eden,"14,773",88,4,9,9,66,513,154,339,20,3
North Carlina,Edenton,"4,631",39,2,3,5,29,145,37,99,9,0
North Carlina,Elizabeth City,"17,424",89,1,10,16,62,762,243,468,51,3
North Carlina,Elizabethtown,"3,447",17,0,2,0,15,225,47,168,10,0
North Carlina,Elon,"12,214",8,0,1,3,4,82,34,44,4,0
North Carlina,Enfield,"2,288",23,0,0,6,17,65,21,37,7,3
North Carlina,Erwin,"5,148",10,0,2,3,5,109,40,66,3,1
North Carlina,Fair Bluff,882,1,0,1,0,0,14,2,12,0,0
North Carlina,Fairmont,"2,601",14,0,4,2,8,125,31,88,6,1
North Carlina,Farmville,"4,679",27,0,4,4,19,183,38,140,5,0
North Carlina,Fayetteville,"209,614","1,835",24,117,281,"1,413","7,391","1,365","5,641",385,59
North Carlina,Forest City,"7,116",34,1,3,8,22,585,207,357,21,1
North Carlina,Four Oaks,"2,224",7,0,0,1,6,35,1,32,2,0
North Carlina,Fuquay-Varina,"30,977",26,0,3,10,13,295,48,234,13,0
North Carlina,Garner,"31,137",79,2,7,27,43,"1,076",110,912,54,3
North Carlina,Gibsonville,"7,356",17,0,5,2,10,136,84,46,6,2
North Carlina,Goldsboro,"34,085",267,2,7,50,208,"1,985",380,"1,506",99,3
North Carlina,Granite Falls,"4,629",4,0,0,2,2,332,124,191,17,1
North Carlina,Greensboro,"298,025","2,440",43,113,621,"1,663","10,994","2,215","7,792",987,90
North Carlina,Greenville,"94,193",437,5,17,94,321,"2,837",415,"2,308",114,11
North Carlina,Havelock,"20,128",52,0,11,6,35,536,146,376,14,5
North Carlina,Haw River,"2,525",5,0,0,1,4,46,12,29,5,1
North Carlina,Henderson,"14,883",242,8,9,30,195,828,211,576,41,10
North Carlina,Hendersonville,"14,234",61,2,9,17,33,680,124,515,41,2
North Carlina,Hertford,"2,109",13,0,1,5,7,75,25,47,3,2
North Carlina,Hickory,"41,040",165,4,16,39,106,"1,793",235,"1,410",148,6
North Carlina,Highlands,974,4,0,2,0,2,69,23,43,3,1
North Carlina,High Point,"113,307",828,19,44,133,632,"3,726",621,"2,705",400,18
North Carlina,Hillsborough,"7,321",38,0,1,11,26,392,30,350,12,0
North Carlina,Holly Ridge,"2,829",9,0,1,4,4,86,50,31,5,0
North Carlina,Holly Springs,"38,577",25,1,7,1,16,256,22,225,9,1
North Carlina,Hope Mills,"15,878",111,1,5,22,83,773,94,655,24,2
North Carlina,Hudson,"3,704",8,0,0,1,7,89,11,76,2,1
North Carlina,Huntersville,"58,512",79,1,4,23,51,948,114,769,65,0
North Carlina,Indian Beach,119,0,0,0,0,0,21,2,19,0,0
North Carlina,Kannapolis,"50,725",132,1,20,36,75,"1,154",182,872,100,2
North Carlina,Kenansville,855,2,0,1,1,0,9,3,6,0,0
North Carlina,Kernersville,"24,980",65,0,8,20,37,"1,141",113,989,39,3
North Carlina,Kill Devil Hills,"7,268",19,0,5,2,12,281,55,219,7,0
North Carlina,King,"6,878",9,2,0,2,5,222,14,207,1,1
North Carlina,Kings Mountain,"10,965",15,1,3,5,6,343,67,246,30,0
North Carlina,Kitty Hawk,"3,563",4,0,2,1,1,127,17,109,1,0
North Carlina,Knightdale,"18,351",42,0,10,9,23,326,23,285,18,1
North Carlina,Laurinburg,"14,928",160,3,5,27,125,762,386,328,48,28
North Carlina,Lenoir,"17,904",78,0,17,13,48,799,234,476,89,3
North Carlina,Lexington,"18,917",121,2,1,27,91,812,149,627,36,3
North Carlina,Long View,"4,921",5,0,2,0,3,88,20,55,13,0
North Carlina,Louisburg,"3,549",23,0,2,5,16,149,30,116,3,1
North Carlina,Lowell,"3,709",9,0,2,0,7,36,5,18,13,0
North Carlina,Maggie Valley,"1,230",14,0,1,0,13,103,50,45,8,0
North Carlina,Manteo,"1,453",5,0,0,1,4,34,4,28,2,0
North Carlina,Marion,"7,837",12,0,1,1,10,419,95,301,23,0
North Carlina,Marshville,"2,748",16,0,3,3,10,130,67,58,5,0
North Carlina,Matthews,"33,372",58,3,8,18,29,"1,112",111,959,42,0
North Carlina,Maysville,955,0,0,0,0,0,8,4,4,0,0
North Carlina,Mebane,"16,203",45,0,5,9,31,691,53,611,27,1
North Carlina,Middlesex,824,0,0,0,0,0,12,3,7,2,0
North Carlina,Mint Hill,"27,776",59,4,8,11,36,383,67,268,48,3
North Carlina,Mocksville,"5,322",14,0,5,4,5,109,16,90,3,4
North Carlina,Monroe,"35,630",332,2,37,70,223,"1,881",343,"1,407",131,9
North Carlina,Mooresville,"38,967",65,1,11,9,44,"1,050",81,913,56,8
North Carlina,Morehead City,"9,721",28,0,1,2,25,,,380,14,1
North Carlina,Morganton,"16,524",82,1,13,4,64,613,182,402,29,1
North Carlina,Morrisville,"28,796",12,0,1,2,9,379,39,324,16,2
North Carlina,Mount Olive,"4,652",28,0,1,8,19,132,27,100,5,0
North Carlina,Murfreesboro,"3,072",5,0,1,4,0,74,28,43,3,0
North Carlina,Murphy,"1,657",15,0,2,1,12,119,43,68,8,0
North Carlina,Nags Head,"2,963",18,2,2,1,13,107,23,81,3,1
North Carlina,New Bern,"30,187",125,0,5,21,99,999,195,787,17,5
North Carlina,Newland,684,1,0,1,0,0,17,2,10,5,0
North Carlina,Newport,"4,666",7,0,3,0,4,51,10,38,3,0
North Carlina,Newton,"13,153",46,0,6,8,32,458,97,338,23,2
North Carlina,North Wilkesboro,"4,220",16,0,1,4,11,131,3,114,14,0
North Carlina,Oak Island,"8,244",15,0,3,1,11,135,28,99,8,0
North Carlina,Ocean Isle Beach,644,3,0,2,0,1,44,16,27,1,0
North Carlina,Oxford,"8,851",91,4,0,15,72,231,31,190,10,2
North Carlina,Pinehurst,"16,522",11,1,4,0,6,113,22,87,4,0
North Carlina,Pine Level,"2,016",8,0,2,1,5,25,5,19,1,1
North Carlina,Pineville,"9,088",68,1,4,21,42,"1,131",115,956,60,3
North Carlina,Pittsboro,"4,359",26,0,2,2,22,82,19,61,2,1
North Carlina,Plymouth,"3,400",37,1,4,4,28,139,57,68,14,2
North Carlina,Princeton,"1,402",0,0,0,0,0,16,4,11,1,0
North Carlina,Raeford,"5,001",17,2,3,4,8,107,23,78,6,0
North Carlina,Raleigh,"477,828","1,222",5,164,322,731,"8,520","1,200","6,572",748,36
North Carlina,Red Springs,"3,341",52,1,2,6,43,197,57,128,12,3
North Carlina,Reidsville,"13,959",105,0,7,19,79,890,121,704,65,2
North Carlina,Roanoke Rapids,"14,354",128,4,8,32,84,706,166,518,22,1
North Carlina,Robersonville,"1,348",9,0,1,2,6,35,12,20,3,0
North Carlina,Rockingham,"8,687",39,1,6,13,19,431,146,269,16,3
North Carlina,Rockwell,"2,151",7,0,2,1,4,30,4,24,2,0
North Carlina,Rocky Mount,"53,827",424,16,20,103,285,"1,627",420,"1,098",109,9
North Carlina,Rowland,"1,002",8,1,2,2,3,45,13,29,3,1
North Carlina,Roxboro,"8,299",61,1,3,12,45,365,89,269,7,3
North Carlina,Rutherfordton,"4,047",0,0,0,0,0,145,1,142,2,0
North Carlina,Salisbury,"33,877",249,2,15,69,163,"1,413",220,"1,094",99,9
North Carlina,Selma,"7,018",55,1,3,9,42,204,36,138,30,0
North Carlina,Shallotte,"4,396",9,2,1,3,3,315,31,277,7,0
North Carlina,Siler City,"8,237",67,1,13,10,43,325,44,255,26,1
North Carlina,Smithfield,"12,882",71,2,5,15,49,461,56,387,18,1
North Carlina,Snow Hill,"1,513",5,0,1,0,4,58,24,34,0,0
North Carlina,Southern Pines,"14,524",46,1,3,11,31,366,57,295,14,2
North Carlina,Southern Shores,"2,940",1,0,1,0,0,19,7,11,1,0
North Carlina,Southport,"3,961",4,0,3,0,1,97,6,90,1,0
North Carlina,Spencer,"3,238",11,0,1,5,5,73,17,48,8,0
North Carlina,Stallings,"16,173",20,0,5,2,13,199,43,139,17,1
North Carlina,Sugar Mountain,197,0,0,0,0,0,8,3,5,0,0
North Carlina,Swansboro,"3,354",2,1,0,0,1,127,16,106,5,0
North Carlina,Sylva,"2,742",9,0,3,0,6,149,14,127,8,0
North Carlina,Troutman,"2,755",4,0,2,2,0,67,16,49,2,0
North Carlina,Troy,"3,326",19,0,0,3,16,98,30,63,5,0
North Carlina,Valdese,"4,435",15,0,0,0,15,67,12,44,11,0
North Carlina,Wadesboro,"5,228",99,0,6,16,77,336,77,247,12,4
North Carlina,Wake Forest,"46,145",24,1,3,4,16,393,33,344,16,0
North Carlina,Warrenton,837,4,0,0,1,3,40,11,28,1,0
North Carlina,Washington,"9,497",71,0,4,10,57,357,62,281,14,2
North Carlina,Waxhaw,"17,203",25,0,4,4,17,156,46,107,3,0
North Carlina,Waynesville,"10,146",62,4,3,2,53,685,143,508,34,4
North Carlina,Weaverville,"4,013",4,0,2,0,2,153,1,146,6,0
North Carlina,Wendell,"8,096",6,0,1,2,3,77,22,45,10,0
North Carlina,West Jefferson,"1,311",2,0,1,0,1,70,6,62,2,0
North Carlina,Whispering Pines,"3,385",0,0,0,0,0,31,3,28,0,0
North Carlina,Whiteville,"5,338",78,2,2,10,64,509,88,402,19,0
North Carlina,Wilkesboro,"3,491",15,0,4,2,9,229,12,204,13,2
North Carlina,Williamston,"5,217",66,1,6,3,56,348,80,260,8,2
North Carlina,Wilmington,"124,750",759,7,74,127,551,"3,593",771,"2,564",258,18
North Carlina,Wilson,"49,344",220,2,18,60,140,"1,545",364,"1,066",115,8
North Carlina,Windsor,"3,310",18,0,2,0,16,22,2,18,2,0
North Carlina,Winterville,"9,922",9,0,2,1,6,86,21,63,2,3
North Carlina,Wrightsville Beach,"2,550",30,0,7,2,21,96,15,77,4,1
North Carlina,Youngsville,"1,365",2,0,0,0,2,36,3,32,1,0
North Carlina,Zebulon,"5,814",24,0,1,6,17,234,24,199,11,1
North Dakota,Belfield,"1,028",1,0,0,0,1,25,9,16,0,0
North Dakota,Berthold,497,1,0,0,0,1,2,0,2,0,0
North Dakota,Beulah,"3,200",4,0,0,0,4,17,4,11,2,0
North Dakota,Bismarck,"74,705",228,1,64,36,127,"2,079",225,"1,647",207,4
North Dakota,Bowman,"1,604",0,0,0,0,0,15,2,10,3,0
North Dakota,Burlington,"1,233",5,0,0,0,5,4,1,3,0,0
North Dakota,Carrington,"1,980",1,0,0,0,1,9,3,4,2,0
North Dakota,Cavalier,"1,253",0,0,0,0,0,9,0,9,0,0
North Dakota,Devils Lake,"7,294",20,0,7,2,11,271,26,229,16,0
North Dakota,Dickinson,"23,428",52,0,3,2,47,446,43,370,33,2
North Dakota,Ellendale,"1,223",0,0,0,0,0,5,0,5,0,0
North Dakota,Emerado,456,0,0,0,0,0,9,3,6,0,1
North Dakota,Fargo,"127,423",574,5,111,78,380,"3,978",830,"2,757",391,26
North Dakota,Fessenden,442,0,0,0,0,0,1,0,0,1,0
North Dakota,Grafton,"4,144",6,0,2,0,4,65,17,47,1,0
North Dakota,Grand Forks,"57,459",166,0,25,23,118,"1,422",218,"1,101",103,5
North Dakota,Harvey,"1,683",0,0,0,0,0,8,3,4,1,0
North Dakota,Hazen,"2,321",1,0,0,0,1,3,0,2,1,0
North Dakota,Jamestown,"15,198",37,0,11,0,26,315,45,252,18,0
North Dakota,Kenmare,"1,010",0,0,0,0,0,5,2,3,0,0
North Dakota,Killdeer,"1,213",3,0,1,0,2,12,4,7,1,0
North Dakota,Lincoln,"3,986",3,0,2,0,1,9,1,7,1,0
North Dakota,Lisbon,"2,036",2,0,1,0,1,28,4,20,4,0
North Dakota,Mandan,"23,012",85,4,23,8,50,660,70,492,98,6
North Dakota,Medora,130,0,0,0,0,0,0,0,0,0,0
North Dakota,Minot,"48,185",130,1,33,12,84,984,204,608,172,10
North Dakota,Napoleon,763,1,0,1,0,0,0,0,0,0,0
North Dakota,New Town,"2,621",0,0,0,0,0,16,0,10,6,0
North Dakota,Northwood,904,1,0,0,0,1,7,2,3,2,0
North Dakota,Oakes,"1,694",3,0,1,0,2,8,0,7,1,0
North Dakota,Powers Lake,279,0,0,0,0,0,0,0,0,0,0
North Dakota,Ray,866,0,0,0,0,0,2,2,0,0,0
North Dakota,Rolette,599,0,0,0,0,0,2,0,2,0,0
North Dakota,Rugby,"2,661",1,0,1,0,0,30,5,21,4,1
North Dakota,Stanley,"2,813",2,0,0,0,2,2,0,2,0,0
North Dakota,Steele,709,4,0,0,0,4,3,1,2,0,0
North Dakota,Surrey,"1,445",0,0,0,0,0,1,0,0,1,0
North Dakota,Thompson,"1,021",0,0,0,0,0,1,0,1,0,0
North Dakota,Tioga,"1,639",3,0,1,1,1,9,1,7,1,0
North Dakota,Valley City,"6,351",18,0,3,0,15,138,14,110,14,1
North Dakota,Wahpeton,"7,752",15,2,3,0,10,216,29,159,28,0
North Dakota,Watford City,"8,488",42,0,7,1,34,128,14,95,19,0
North Dakota,West Fargo,"38,171",55,0,9,4,42,584,114,417,53,1
North Dakota,Williston,"28,966",133,6,25,5,97,795,82,630,83,7
North Dakota,Wishek,921,2,0,1,0,1,5,1,4,0,0
Ohio,Ada,"5,509",3,0,2,1,0,24,6,17,1,0
Ohio,Akron,"197,882","1,782",27,181,328,"1,246","6,568","1,686","4,305",577,65
Ohio,Alliance,"21,536",28,0,4,1,23,558,61,474,23,10
Ohio,Amberley Village,"3,791",2,0,0,0,2,35,3,29,3,0
Ohio,American Township,"12,050",0,0,0,0,0,97,5,88,4,0
Ohio,Amherst,"12,166",4,0,0,3,1,147,20,123,4,1
Ohio,Arcanum,"2,006",0,0,0,0,0,9,0,9,0,0
Ohio,Archbold,"4,320",5,0,1,1,3,80,6,68,6,0
Ohio,Ashland,"20,410",33,1,18,2,12,384,50,331,3,1
Ohio,Ashville,"4,331",4,0,2,0,2,53,1,39,13,0
Ohio,Athens,"24,745",16,0,0,5,11,398,30,349,19,3
Ohio,Aurora,"16,319",1,0,0,0,1,128,5,120,3,1
Ohio,Bainbridge Township,"11,493",4,0,2,1,1,241,34,203,4,0
Ohio,Barberton,"26,015",69,2,15,10,42,689,111,546,32,4
Ohio,Barnesville,"4,020",1,0,1,0,0,12,2,8,2,0
Ohio,Batavia,"1,680",3,0,0,0,3,35,8,25,2,0
Ohio,"Bath Township, Summit County","9,659",5,0,1,1,3,145,13,130,2,0
Ohio,Bay Village,"15,235",4,1,0,0,3,72,11,56,5,0
Ohio,Bazetta Township,"5,530",7,0,1,0,6,210,4,204,2,0
Ohio,Beachwood,"11,612",7,0,2,1,4,438,16,413,9,0
Ohio,Beavercreek,"47,672",33,0,11,10,12,"1,193",78,"1,088",27,4
Ohio,Beaver Township,"6,415",3,0,2,0,1,74,21,51,2,0
Ohio,Bedford,"12,485",19,0,1,8,10,157,22,103,32,0
Ohio,Bellaire,"4,039",12,0,4,0,8,30,4,25,1,1
Ohio,Bellbrook,"7,326",0,0,0,0,0,36,3,33,0,0
Ohio,Bellefontaine,"13,145",25,0,6,0,19,202,32,167,3,0
Ohio,Bellville,"1,895",1,0,0,1,0,15,0,14,1,0
Ohio,Belpre,"6,386",4,0,0,0,4,105,21,70,14,0
Ohio,Berea,"18,573",9,0,0,3,6,79,16,59,4,1
Ohio,Bethel,"2,809",8,0,1,0,7,77,14,60,3,1
Ohio,Bexley,"13,956",12,0,4,3,5,300,63,229,8,0
Ohio,Blanchester,"4,251",3,0,1,0,2,99,20,78,1,0
Ohio,Blue Ash,"12,307",14,0,3,2,9,204,17,179,8,0
Ohio,Bowling Green,"31,719",37,0,18,4,15,547,42,489,16,0
Ohio,Brewster,"2,158",2,0,1,0,1,23,6,17,0,1
Ohio,Bridgeport,"1,741",1,0,1,0,0,10,1,7,2,0
Ohio,Brimfield Township,"10,388",7,1,1,2,3,204,16,185,3,0
Ohio,Brunswick,"34,977",17,0,2,1,14,189,20,157,12,2
Ohio,Bucyrus,"11,712",25,0,6,3,16,287,49,230,8,1
Ohio,Burton,"1,454",,0,,0,1,2,0,2,0,0
Ohio,Butler Township,"7,819",23,0,9,5,9,386,30,345,11,2
Ohio,Cambridge,"10,318",,0,,3,6,349,36,302,11,0
Ohio,Campbell,"7,815",9,0,1,2,6,53,25,21,7,0
Ohio,Canal Fulton,"5,450",7,0,0,2,5,52,10,40,2,0
Ohio,Canfield,"7,199",0,0,0,0,0,47,3,43,1,0
Ohio,Canton,"70,139",981,6,135,188,652,"3,712",962,"2,429",321,24
Ohio,Cardington,"2,056",2,0,0,0,2,15,5,9,1,0
Ohio,Carroll Township,"2,096",1,0,0,0,1,15,2,11,2,0
Ohio,Centerville,"23,744",15,0,5,1,9,285,37,242,6,0
Ohio,Chagrin Falls,"3,941",1,0,0,1,0,41,16,25,0,0
Ohio,Chardon,"5,183",9,0,0,1,8,94,3,91,0,0
Ohio,Chester Township,"10,322",0,0,0,0,0,15,2,12,1,0
Ohio,Cheviot,"8,269",23,0,5,7,11,221,55,143,23,0
Ohio,Chillicothe,"21,670",103,0,23,17,63,"1,575",183,"1,337",55,5
Ohio,Cincinnati,"303,335","2,562",64,280,872,"1,346","13,051","2,765","8,935","1,351",
Ohio,Circleville,"14,025",47,1,13,13,20,609,81,493,35,3
Ohio,Clayton,"13,221",2,0,0,1,1,83,8,70,5,0
Ohio,Clearcreek Township,"16,070",2,0,1,0,1,37,11,26,0,0
Ohio,Cleveland,"381,829","5,791",92,479,"1,895","3,325","17,057","4,311","9,968","2,778",157
Ohio,Cleveland Heights,"44,098",95,1,6,31,57,696,105,526,65,0
Ohio,Cleves,"3,443",2,0,0,0,2,31,3,25,3,0
Ohio,Clyde,"6,147",3,0,0,0,3,66,14,51,1,0
Ohio,Coitsville Township,"1,324",3,1,0,0,2,21,4,14,3,0
Ohio,Colerain Township,"59,479",67,1,4,40,22,"1,342",138,"1,157",47,5
Ohio,Columbiana,"6,209",2,0,0,0,2,49,8,40,1,1
Ohio,Columbus,"906,120","4,561",81,882,"1,810","1,788","29,974","5,809","20,606","3,559",
Ohio,Copley Township,"17,309",14,0,6,0,8,192,20,155,17,0
Ohio,Cortland,"6,769",3,0,0,1,2,46,10,36,0,0
Ohio,Covington,"2,694",0,0,0,0,0,10,1,9,0,0
Ohio,Cuyahoga Falls,"49,236",50,0,14,10,26,980,92,860,28,2
Ohio,Dayton,"140,427","1,351",48,200,347,756,"5,673","1,533","3,393",747,8
Ohio,Deer Park,"5,654",2,0,1,0,1,36,1,28,7,1
Ohio,Defiance,"16,601",22,1,11,0,10,225,21,201,3,1
Ohio,Delaware,"40,616",60,0,45,4,11,477,94,371,12,1
Ohio,Delhi Township,"29,811",21,0,6,7,8,303,36,255,12,0
Ohio,Delphos,"6,930",,0,,2,3,106,17,77,12,2
Ohio,Dennison,"2,596",0,0,0,0,0,8,1,7,0,0
Ohio,Dover,"12,741",14,1,7,1,5,77,8,65,4,1
Ohio,Dublin,"49,626",26,0,13,3,10,429,59,345,25,0
Ohio,East Cleveland,"17,001",97,3,1,49,44,369,115,123,131,6
Ohio,Eastlake,"18,074",12,0,0,6,6,327,31,275,21,0
Ohio,East Liverpool,"10,653",13,0,3,5,5,124,31,86,7,1
Ohio,East Palestine,"4,435",8,0,2,0,6,69,18,46,5,0
Ohio,Eaton,"8,136",6,0,2,2,2,213,12,194,7,0
Ohio,Elyria,"53,806",137,4,35,37,61,921,207,665,49,7
Ohio,Englewood,"13,478",16,0,1,8,7,367,16,341,10,3
Ohio,Euclid,"46,659",243,3,28,74,138,"1,285",202,895,188,5
Ohio,Evendale,"2,839",5,0,0,0,5,143,5,131,7,0
Ohio,Fairborn,"33,726",88,0,25,8,55,627,132,457,38,9
Ohio,Fairfax,"1,710",5,0,0,4,1,358,2,355,1,0
Ohio,Fairfield,"42,620",84,1,16,17,50,879,93,748,38,0
Ohio,Fairfield Township,"22,956",21,0,3,0,18,507,24,477,6,2
Ohio,Fairview Park,"16,201",7,0,0,2,5,142,5,134,3,0
Ohio,Fayette,"1,242",1,0,0,0,1,13,3,9,1,0
Ohio,Findlay,"41,350",106,0,46,17,43,902,114,760,28,3
Ohio,Forest Park,"18,673",49,1,21,17,10,276,43,208,25,3
Ohio,Franklin,"11,675",34,0,13,6,15,501,57,413,31,2
Ohio,Frazeysburg,"1,309",3,0,0,0,3,9,1,7,1,0
Ohio,Fredericktown,"2,517",5,0,1,0,4,20,4,15,1,0
Ohio,Fremont,"15,958",,0,,1,31,637,94,519,24,0
Ohio,Gahanna,"35,847",44,1,10,13,20,719,51,640,28,3
Ohio,Gallipolis,"3,553",8,1,3,0,4,243,39,195,9,0
Ohio,Gates Mills,"2,227",0,0,0,0,0,4,0,3,1,0
Ohio,Georgetown,"4,253",6,0,3,0,3,85,16,67,2,0
Ohio,Germantown,"5,500",11,1,0,0,10,71,12,57,2,0
Ohio,Glouster,"1,796",3,0,0,0,3,34,6,28,0,0
Ohio,"Goshen Township, Clermont County","16,300",16,0,6,2,8,140,19,108,13,3
Ohio,"Goshen Township, Mahoning County","3,102",3,0,0,0,3,46,13,30,3,0
Ohio,Grafton,"5,808",2,0,0,1,1,14,1,13,0,0
Ohio,Grandview Heights,"8,581",9,1,4,1,3,179,53,120,6,0
Ohio,Granville,"5,917",5,0,4,0,1,27,3,24,0,0
Ohio,Greenfield,"4,544",14,0,3,1,10,85,12,65,8,0
Ohio,Greenhills,"3,591",1,0,0,0,1,35,4,31,0,0
Ohio,Green Township,"59,273",37,0,15,16,6,808,111,680,17,5
Ohio,Grove City,"42,423",41,1,16,18,6,"1,193",84,"1,060",49,0
Ohio,Groveport,"5,679",10,0,1,3,6,104,9,67,28,1
Ohio,Hamilton,"62,155",265,4,40,65,156,"2,228",417,"1,521",290,47
Ohio,"Hamilton Township, Warren County","23,791",13,0,4,0,9,78,7,68,3,1
Ohio,Harrison,"11,837",6,0,2,2,2,108,6,102,0,0
Ohio,Hartville,"3,068",0,0,0,0,0,32,0,32,0,0
Ohio,Heath,"10,933",24,0,7,4,13,461,61,382,18,3
Ohio,Hilliard,"37,578",26,0,6,5,15,242,30,195,17,0
Ohio,Hillsboro,"6,518",11,0,4,0,7,113,12,91,10,1
Ohio,Hinckley Township,"8,076",3,0,1,1,1,10,2,8,0,0
Ohio,Howland Township,"16,420",20,0,1,4,15,281,36,232,13,0
Ohio,Hubbard Township,"5,306",6,0,1,2,3,90,22,65,3,0
Ohio,Huber Heights,"38,183",76,0,20,16,40,890,169,668,53,3
Ohio,Hudson,"22,286",6,0,2,1,3,117,13,101,3,0
Ohio,Huron,"6,863",6,1,3,0,2,98,14,79,5,1
Ohio,Indian Hill,"5,897",0,0,0,0,0,25,5,20,0,0
Ohio,Ironton,"10,576",19,1,2,3,13,191,50,131,10,0
Ohio,Jackson,"6,222",6,0,1,1,4,193,32,152,9,0
Ohio,"Jackson Township, Montgomery County","3,685",8,0,1,0,7,12,3,9,0,0
Ohio,"Jackson Township, Stark County","40,347",52,0,15,12,25,986,170,793,23,1
Ohio,Jamestown,"2,136",5,0,2,0,3,51,13,36,2,0
Ohio,Johnstown,"5,119",0,0,0,0,0,26,2,23,1,0
Ohio,Kent,"29,761",30,0,3,8,19,393,65,315,13,1
Ohio,Kenton,"8,198",22,0,8,4,10,263,37,215,11,1
Ohio,Kettering,"54,974",56,1,27,13,15,794,139,604,51,1
Ohio,Kirtland,"6,823",6,0,0,1,5,21,2,18,1,0
Ohio,Kirtland Hills7,644,,0,,0,0,0,0,0,0,0
Ohio,Lakemore,"3,082",8,0,3,0,5,99,12,85,2,2
Ohio,Lakewood,"49,802",61,0,6,28,27,643,77,511,55,0
Ohio,Lancaster,"40,622",110,0,35,22,53,"1,540",215,"1,244",81,15
Ohio,Lawrence Township,"8,255",6,0,1,0,5,58,17,40,1,0
Ohio,Lexington,"4,666",0,0,0,0,0,5,0,5,0,0
Ohio,Lima,"36,653",259,4,59,64,132,"1,493",392,"1,037",64,71
Ohio,Lockland,"3,455",24,0,1,12,11,97,22,67,8,0
Ohio,Logan,"7,039",24,0,11,5,8,433,68,350,15,3
Ohio,London,"10,320",26,2,7,3,14,216,19,185,12,2
Ohio,Lorain,"64,022",289,3,29,65,192,"1,437",394,967,76,16
Ohio,Lordstown,"3,248",3,0,0,0,3,28,4,23,1,0
Ohio,Loudonville,"2,628",10,0,5,0,5,40,5,34,1,0
Ohio,Louisville,"9,329",6,0,2,1,3,78,8,68,2,0
Ohio,Loveland,"13,245",16,0,9,1,6,73,14,55,4,0
Ohio,Lyndhurst,"13,407",14,0,1,2,11,139,8,131,0,1
Ohio,"Madison Township, Franklin County","19,682",18,0,1,3,14,177,39,114,24,2
Ohio,"Madison Township, Lake County","15,646",9,0,0,0,9,200,28,169,3,0
Ohio,Mansfield,"46,418",187,3,48,38,98,"1,996",396,"1,523",77,17
Ohio,Mariemont,"3,473",0,0,0,0,0,27,0,27,0,1
Ohio,Marietta,"13,547",17,0,8,0,9,192,22,167,3,0
Ohio,Martins Ferry,"6,558",12,0,1,2,9,72,8,57,7,0
Ohio,Marysville,"24,544",14,0,5,2,7,351,46,292,13,0
Ohio,Mason,"33,939",10,0,2,2,6,218,18,193,7,0
